Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
GCF_000717025.1_GCF_000717025.1_ASM71702v1_genomic	99.79	0.04	Neural Network (Specific Model)	11	0.868	332139	329.9365387280033	8216207	0.71	7217	106	1319437	None
GCF_000723385.1_GCF_000723385.1_PRJEB5746_assembly_1_genomic	100.0	0.0	Neural Network (Specific Model)	11	0.914	1826359	321.70590253946466	6139893	0.67	5828	5	2894823	None
GCF_000739375.1_GCF_000739375.1_ASM73937v1_genomic	100.0	0.39	Neural Network (Specific Model)	11	0.866	6062703	320.3483906364301	6062703	0.62	5468	1	6062703	None
GCF_000744605.1_GCF_000744605.1_ASM74460v1_genomic	100.0	0.15	Neural Network (Specific Model)	11	0.893	2641989	322.9745588838736	2641989	0.43	2437	1	2641989	None
GCF_000745965.1_GCF_000745965.1_ASM74596v1_genomic	100.0	7.62	Gradient Boost (General Model)	11	0.839	76811	298.4876269861943	8177135	0.59	7678	345	612934	None
GCF_000751355.1_GCF_000751355.1_Polaromonas_sp_strain_CG9_12_genomic	99.99	0.78	Neural Network (Specific Model)	11	0.872	4511511	311.1181085203748	4904541	0.61	4589	7	4511511	None
GCF_000759435.1_GCF_000759435.1_ASM75943v1_genomic	100.0	0.16	Neural Network (Specific Model)	11	0.889	50445	308.67381404174574	5483543	0.65	5270	281	239017	None
GCF_000761155.1_GCF_000761155.1_ASM76115v1_genomic	100.0	1.85	Neural Network (Specific Model)	11	0.889	4688635	336.4383462282398	4688635	0.62	4136	1	4688635	None
GCF_000765235.1_GCF_000765235.1_ASM76523v1_genomic	97.99	0.37	Gradient Boost (General Model)	11	0.862	40888	286.1620538965768	2729704	0.57	2746	131	113770	None
GCF_000772895.1_GCF_000772895.1_ASM77289v1_genomic	100.0	0.03	Neural Network (Specific Model)	11	0.87	241582	330.3502543810062	10053065	0.71	8845	104	640612	None
GCF_000812465.1_GCF_000812465.1_ASM81246v1_genomic	99.99	0.49	Neural Network (Specific Model)	11	0.857	83107	306.0085054678007	7926600	0.65	7407	206	312138	None
GCF_000813005.1_GCF_000813005.1_ASM81300v1_genomic	100.0	0.36	Neural Network (Specific Model)	11	0.87	205186	336.03287161463714	5597129	0.32	4837	58	645287	None
GCF_000820085.1_GCF_000820085.1_PRJEB7037_genomic	100.0	0.02	Neural Network (Specific Model)	11	0.875	82664	319.0688935281837	4186903	0.63	3832	98	338787	None
GCF_000821185.2_GCF_000821185.2_ASM82118v2_genomic	100.0	0.1	Gradient Boost (General Model)	11	0.821	3351526	277.03895365368214	3550913	0.52	3517	3	3351526	None
GCF_000828055.2_GCF_000828055.2_ASM82805v2_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.879	5521203	318.004707728521	5521203	0.58	5098	1	5521203	None
GCF_000931465.1_GCF_000931465.1_ASM93146v1_genomic	100.0	0.0	Neural Network (Specific Model)	11	0.881	6929263	321.32327181732876	6986763	0.64	6394	3	6929263	None
GCF_000963945.1_GCF_000963945.1_ASM96394v1_genomic	100.0	0.35	Neural Network (Specific Model)	11	0.886	139519	320.94156875198473	3416768	0.54	3149	181	360736	None
GCF_001006325.2_GCF_001006325.2_ASM100632v2_genomic	99.99	0.01	Neural Network (Specific Model)	11	0.875	4495198	309.8330578512397	4495198	0.61	4235	1	4495198	None
GCF_001021025.1_GCF_001021025.1_ASM102102v1_genomic	100.0	0.3	Neural Network (Specific Model)	11	0.889	2692072	321.7255533199195	2692072	0.58	2485	1	2692072	None
GCF_001042595.1_GCF_001042595.1_ASM104259v1_genomic	99.98	0.61	Neural Network (Specific Model)	11	0.88	2635669	360.3828598043782	2635669	0.59	2147	1	2635669	None
GCF_001050535.1_GCF_001050535.1_ASM105053v1_genomic	89.2	1.02	Gradient Boost (General Model)	11	0.851	4264973	288.3596199524941	4264973	0.69	4210	1	4264973	None
GCF_001171885.1_GCF_001171885.1_6680_6_10_genomic	100.0	0.06	Neural Network (Specific Model)	11	0.881	146520	313.9425981873112	2119625	0.4	1986	22	445076	None
GCF_001404985.1_GCF_001404985.1_ASM140498v1_genomic	99.88	0.13	Neural Network (Specific Model)	11	0.876	609296	347.82032466088503	5349683	0.33	4497	16	906124	None
GCF_001421325.1_GCF_001421325.1_Leaf2_genomic	99.98	0.22	Neural Network (Specific Model)	11	0.906	286147	317.7095588235294	3715735	0.64	3536	22	626711	None
GCF_001422485.1_GCF_001422485.1_Leaf283_genomic	99.92	0.49	Neural Network (Specific Model)	11	0.921	1029534	330.81059173196434	3978453	0.68	3701	4	1945837	None
GCF_001424065.1_GCF_001424065.1_Leaf384_genomic	99.97	0.21	Neural Network (Specific Model)	11	0.865	1138358	319.58798185941043	4881596	0.63	4410	12	1794099	None
GCF_001436895.1_GCF_001436895.1_ASM143689v1_genomic	100.0	2.0	Neural Network (Specific Model)	11	0.878	181291	310.59866220735785	2218304	0.45	2093	40	313851	None
GCF_001467525.1_GCF_001467525.1_ASM146752v1_genomic	100.0	1.97	Neural Network (Specific Model)	11	0.872	345754	326.57678571428573	4398856	0.38	3920	55	704556	None
GCF_001514215.1_GCF_001514215.1_ASM151421v1_genomic	100.0	0.95	Neural Network (Specific Model)	11	0.873	318751	330.45806364617044	8408982	0.73	7416	73	1011152	None
GCF_001522585.2_GCF_001522585.2_ASM152258v2_genomic	100.0	0.17	Neural Network (Specific Model)	11	0.866	2801147	323.70517486944135	7079943	0.67	6319	3	3427375	None
GCF_001557115.1_GCF_001557115.1_ASM155711v1_genomic	99.87	0.16	Neural Network (Specific Model)	11	0.905	32839	305.1696272204153	4034469	0.66	3997	326	173156	None
GCF_001592125.1_GCF_001592125.1_ASM159212v1_genomic	99.99	0.04	Neural Network (Specific Model)	11	0.923	128119	333.734693877551	3502678	0.71	3234	52	740338	None
GCF_001592825.1_GCF_001592825.1_ASM159282v1_genomic	100.0	0.16	Neural Network (Specific Model)	11	0.872	1681571	291.3788858110188	3251644	0.47	3249	69	1681571	None
GCF_001634365.1_GCF_001634365.1_ASM163436v1_genomic	100.0	0.81	Neural Network (Specific Model)	11	0.835	4646070	307.1064184852375	8574890	0.61	7790	5	4646070	None
GCF_001645105.1_GCF_001645105.1_ASM164510v1_genomic	100.0	0.02	Neural Network (Specific Model)	11	0.886	265059	327.6320107148836	6614801	0.6	5973	62	594950	None
GCF_001647715.1_GCF_001647715.1_ASM164771v1_genomic	100.0	0.27	Neural Network (Specific Model)	11	0.883	6441449	320.988136431043	6607040	0.6	6069	3	6441449	None
GCF_001678845.1_GCF_001678845.1_ASM167884v1_genomic	99.84	0.21	Neural Network (Specific Model)	11	0.901	294532	326.07667502687207	3026655	0.52	2791	29	568150	None
GCF_001704275.1_GCF_001704275.1_ASM170427v1_genomic	100.0	0.4	Neural Network (Specific Model)	11	0.851	9815884	320.5743188872284	9815884	0.71	8699	1	9815884	None
GCF_001705035.1_GCF_001705035.1_ASM170503v1_genomic	99.99	0.28	Neural Network (Specific Model)	11	0.889	36322	312.1159420289855	3480487	0.72	3312	156	215854	None
GCF_001894825.1_GCF_001894825.1_ASM189482v1_genomic	99.99	2.51	Neural Network (Specific Model)	11	0.89	90625	320.09234857712323	9727115	0.67	9031	286	308680	None
GCF_001894945.1_GCF_001894945.1_ASM189494v1_genomic	100.0	0.53	Neural Network (Specific Model)	11	0.915	174027	332.6861343679804	5333393	0.71	4897	56	621939	None
GCF_001905345.1_GCF_001905345.1_ASM190534v1_genomic	100.0	2.11	Neural Network (Specific Model)	11	0.841	792784	332.875467164976	8883497	0.72	7492	16	2018837	None
GCF_001927285.1_GCF_001927285.1_ASM192728v1_genomic	99.92	0.14	Gradient Boost (General Model)	11	0.861	350373	325.2051965356429	5098595	0.7	4503	94	590526	None
GCF_001939045.1_GCF_001939045.1_ASM193904v1_genomic	100.0	0.4	Neural Network (Specific Model)	11	0.89	473739	325.2026740237691	5156254	0.55	4712	33	903303	None
GCF_001942465.1_GCF_001942465.1_ASM194246v1_genomic	86.14	3.11	Gradient Boost (General Model)	11	0.861	31996	264.63227293683724	9956240	0.72	10845	603	194872	None
GCF_001976145.1_GCF_001976145.1_ASM197614v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.862	368300	320.45434347922685	5012778	0.53	4501	81	676451	None
GCF_001995215.1_GCF_001995215.1_ASM199521v1_genomic	100.0	0.05	Neural Network (Specific Model)	11	0.905	335538	326.0123976608187	9217912	0.69	8550	54	731075	None
GCF_002000985.1_GCF_002000985.1_ASM200098v1_genomic	100.0	0.14	Neural Network (Specific Model)	11	0.874	2492900	300.96774193548384	2492900	0.38	2418	1	2492900	None
GCF_002014975.1_GCF_002014975.1_ASM201497v1_genomic	100.0	0.14	Neural Network (Specific Model)	11	0.857	56735	285.93033381712627	2754707	0.44	2756	108	189902	None
GCF_002022685.1_GCF_002022685.1_ASM202268v1_genomic	99.99	1.71	Neural Network (Specific Model)	11	0.814	1672726	286.3656307129799	1728487	0.38	1641	2	1672726	None
GCF_002024165.1_GCF_002024165.1_SSNF3.0_genomic	98.48	3.63	Gradient Boost (General Model)	11	0.859	7005287	325.61462000414167	10958352	0.72	9658	8	7005287	None
GCF_002087015.1_GCF_002087015.1_ASM208701v1_genomic	99.99	0.09	Neural Network (Specific Model)	11	0.881	213550	331.69418702611625	2678677	0.58	2374	45	406949	None
GCF_002140975.1_GCF_002140975.1_ASM214097v1_genomic	99.99	0.87	Neural Network (Specific Model)	11	0.805	576736	302.8823101189032	4646638	0.4	4121	38	1386938	None
GCF_002165375.2_GCF_002165375.2_ASM216537v2_genomic	100.0	0.99	Neural Network (Specific Model)	11	0.856	3600635	300.8934310685086	3737289	0.42	3547	8	3600635	None
GCF_002217395.1_GCF_002217395.1_ASM221739v1_genomic	99.91	0.0	Neural Network (Specific Model)	11	0.881	156398	349.59590973201693	5062246	0.33	4254	65	405642	None
GCF_002240055.1_GCF_002240055.1_ASM224005v1_genomic	99.81	0.32	Neural Network (Specific Model)	11	0.877	2152181	302.28468554968794	2152181	0.3	2083	1	2152181	None
GCF_002246015.1_GCF_002246015.1_ASM224601v1_genomic	99.96	1.5	Neural Network (Specific Model)	11	0.808	724396	311.7701915070774	8325913	0.42	7206	30	1160488	None
GCF_002250505.1_GCF_002250505.1_ASM225050v1_genomic	100.0	0.56	Neural Network (Specific Model)	11	0.899	3492051	347.4078303425775	6386497	0.63	5517	12	3492051	None
GCF_002277025.1_GCF_002277025.1_ASM227702v1_genomic	100.0	1.36	Neural Network (Specific Model)	11	0.906	746665	319.25759577278734	4791544	0.66	4542	20	1009855	None
GCF_002327145.1_GCF_002327145.1_ASM232714v1_genomic	100.0	0.36	Neural Network (Specific Model)	11	0.892	6274078	342.3446948873007	6274078	0.62	5457	1	6274078	None
GCF_002732165.1_GCF_002732165.1_ASM273216v1_genomic	99.98	0.03	Neural Network (Specific Model)	11	0.842	382241	302.5165354330709	2734769	0.33	2540	33	717362	None
GCF_002742445.1_GCF_002742445.1_ASM274244v1_genomic	99.99	0.23	Neural Network (Specific Model)	11	0.872	352734	357.8972073677956	2069141	0.56	1683	12	407589	None
GCF_002742645.2_GCF_002742645.2_ASM274264v2_genomic	100.0	1.18	Neural Network (Specific Model)	11	0.899	4525637	322.5505518763797	4869030	0.67	4530	3	4525637	None
GCF_002760435.1_GCF_002760435.1_ASM276043v1_genomic	100.0	5.88	Neural Network (Specific Model)	11	0.838	60035	299.62430555555557	6169246	0.3	5760	260	149878	None
GCF_002760655.1_GCF_002760655.1_ASM276065v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.888	245733	326.0549084858569	5949316	0.64	5409	119	598558	None
GCF_002764115.1_GCF_002764115.1_ASM276411v1_genomic	99.99	0.69	Neural Network (Specific Model)	11	0.874	3950702	291.3688524590164	6208009	0.57	6222	6	3950702	None
GCF_002799165.1_GCF_002799165.1_ASM279916v1_genomic	100.0	1.58	Neural Network (Specific Model)	11	0.888	2480350	325.78939016096126	4846973	0.66	4411	5	2480350	None
GCF_002838065.1_GCF_002838065.1_ASM283806v1_genomic	96.74	0.07	Neural Network (Specific Model)	11	0.922	117476	302.3192612137203	5575795	0.67	5685	172	353003	None
GCF_002849695.1_GCF_002849695.1_ASM284969v1_genomic	100.0	0.74	Neural Network (Specific Model)	11	0.889	5196111	349.3909674562763	5315431	0.43	4517	3	5196111	None
GCF_002850555.1_GCF_002850555.1_ASM285055v1_genomic	100.0	0.62	Neural Network (Specific Model)	11	0.877	3819143	315.3494876765439	3889849	0.42	3611	2	3819143	None
GCF_002887815.1_GCF_002887815.1_ASM288781v1_genomic	100.0	0.03	Neural Network (Specific Model)	11	0.925	153052	320.33854599900184	6228710	0.67	6011	160	464578	None
GCF_002897295.1_GCF_002897295.1_Brl_assembly01_genomic	100.0	5.26	Neural Network (Specific Model)	11	0.874	259300	287.2806847991164	7127729	0.47	7243	197	660747	None
GCF_002902965.1_GCF_002902965.1_ASM290296v1_genomic	100.0	2.41	Neural Network (Specific Model)	11	0.833	3269803	304.88683910232027	11527706	0.62	10516	6	4021292	None
GCF_002902985.1_GCF_002902985.1_ASM290298v1_genomic	100.0	0.04	Neural Network (Specific Model)	11	0.876	4832521	308.6976789545543	5411940	0.55	5127	5	4832521	None
GCF_002906155.1_GCF_002906155.1_ASM290615v1_genomic	100.0	0.61	Neural Network (Specific Model)	11	0.878	593348	328.37001675041876	6686052	0.6	5970	30	1428571	None
GCF_002929845.1_GCF_002929845.1_ASM292984v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.88	110015	312.6079380445305	3296130	0.67	3099	54	320331	None
GCF_002940085.1_GCF_002940085.1_ASM294008v1_genomic	99.99	0.0	Neural Network (Specific Model)	11	0.875	222197	350.18751524018535	4918229	0.69	4101	57	482729	None
GCF_002953135.1_GCF_002953135.1_ASM295313v1_genomic	100.0	0.29	Neural Network (Specific Model)	11	0.898	4276407	321.18899691723976	4513383	0.61	4217	2	4276407	None
GCF_002995785.1_GCF_002995785.1_ASM299578v1_genomic	99.88	0.23	Neural Network (Specific Model)	11	0.873	80807	297.9804479203697	2876197	0.31	2813	75	207566	None
GCF_003025035.1_GCF_003025035.1_ASM302503v1_genomic	80.59	0.14	Neural Network (Specific Model)	11	0.873	453359	305.44723228142783	4051979	0.6	3866	22	709530	None
GCF_003070865.1_GCF_003070865.1_ASM307086v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.9	2357924	319.0103510351035	2357924	0.66	2222	1	2357924	None
GCF_003073135.1_GCF_003073135.1_ASM307313v1_genomic	97.76	0.89	Gradient Boost (General Model)	11	0.922	224945	349.1801523574223	5509297	0.71	4857	41	457854	None
GCF_003100395.1_GCF_003100395.1_ASM310039v1_genomic	99.89	0.06	Neural Network (Specific Model)	11	0.921	3890087	349.0018671645772	4256308	0.67	3749	2	3890087	None
GCF_003173775.1_GCF_003173775.1_ASM317377v1_genomic	100.0	0.01	Neural Network (Specific Model)	11	0.843	6542583	312.57254502208633	6542583	0.71	5886	1	6542583	None
GCF_003252725.1_GCF_003252725.1_ASM325272v1_genomic	100.0	0.29	Neural Network (Specific Model)	11	0.911	200727	317.70465237846315	1999882	0.39	1913	32	537725	None
GCF_003325375.1_GCF_003325375.1_ASM332537v1_genomic	100.0	0.01	Neural Network (Specific Model)	11	0.878	6863360	336.1322075155941	7535750	0.74	6573	3	6863360	None
GCF_003479805.1_GCF_003479805.1_ASM347980v1_genomic	99.93	0.24	Neural Network (Specific Model)	11	0.866	135435	342.3478260869565	2098592	0.61	1771	26	322741	None
GCF_003579925.1_GCF_003579925.1_ASM357992v1_genomic	100.0	0.98	Neural Network (Specific Model)	11	0.903	28547	309.3011516011989	6500878	0.73	6339	441	117633	None
GCF_003605405.2_GCF_003605405.2_ASM360540v2_genomic	100.0	3.2	Gradient Boost (General Model)	11	0.804	141235	280.2664434816857	5302661	0.41	5078	68	507736	None
GCF_003614975.1_GCF_003614975.1_ASM361497v1_genomic	100.0	0.73	Neural Network (Specific Model)	11	0.877	215251	323.60184813177983	5501702	0.52	4978	63	1134684	None
GCF_003626515.1_GCF_003626515.1_ASM362651v1_genomic	100.0	0.02	Neural Network (Specific Model)	11	0.891	1223009	323.71967963386726	1902053	0.4	1748	10	1223009	None
GCF_003626655.1_GCF_003626655.1_ASM362665v1_genomic	99.82	0.23	Neural Network (Specific Model)	11	0.888	1122969	324.988398717753	7182425	0.73	6551	20	2378827	None
GCF_003627075.1_GCF_003627075.1_ASM362707v1_genomic	99.99	0.31	Neural Network (Specific Model)	11	0.931	3097107	333.4852788361621	3097107	0.71	2887	1	3097107	None
GCF_003697165.2_GCF_003697165.2_ASM369716v2_genomic	100.0	1.25	Neural Network (Specific Model)	11	0.876	4903501	312.35064659741363	5034834	0.51	4717	2	4903501	None
GCF_003711845.1_GCF_003711845.1_ASM371184v1_genomic	99.95	0.08	Neural Network (Specific Model)	11	0.85	64951	277.4198347107438	3548511	0.35	3630	109	302558	None
GCF_003713065.1_GCF_003713065.1_ASM371306v1_genomic	99.94	0.0	Neural Network (Specific Model)	11	0.895	5289049	330.6876569037657	5289049	0.57	4780	1	5289049	None
GCF_003725775.1_GCF_003725775.1_ASM372577v1_genomic	99.99	0.01	Neural Network (Specific Model)	11	0.934	2341384	313.2539349422875	3828516	0.7	3812	6	2341384	None
GCF_003732705.1_GCF_003732705.1_ASM373270v1_genomic	100.0	0.13	Neural Network (Specific Model)	11	0.878	311411	334.01869606903165	7135144	0.6	6258	46	713033	None
GCF_003751225.1_GCF_003751225.1_ASM375122v1_genomic	99.41	2.75	Gradient Boost (General Model)	11	0.892	9800715	325.5950044603033	9800715	0.72	8968	1	9800715	None
GCF_003807585.1_GCF_003807585.1_ASM380758v1_genomic	100.0	0.69	Neural Network (Specific Model)	11	0.902	383033	373.8196632265073	6861820	0.52	5523	28	836805	None
GCF_003818115.1_GCF_003818115.1_ASM381811v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.888	211550	310.9192776327241	4819610	0.52	4596	55	479055	None
GCF_003977855.1_GCF_003977855.1_ASM397785v1_genomic	99.98	0.06	Neural Network (Specific Model)	11	0.909	230345	325.90903503380457	8731824	0.69	8135	94	504035	None
GCF_003987645.1_GCF_003987645.1_ASM398764v1_genomic	99.68	1.29	Gradient Boost (General Model)	11	0.851	122341	304.67921013412814	2879210	0.38	2684	55	310847	None
GCF_004028155.1_GCF_004028155.1_ASM402815v1_genomic	99.88	0.13	Neural Network (Specific Model)	11	0.9	281328	326.4763164858428	4110170	0.37	3779	31	634411	None
GCF_004117875.1_GCF_004117875.1_ASM411787v1_genomic	99.99	3.22	Neural Network (Specific Model)	11	0.879	578332	343.323606168446	4933374	0.61	4215	18	1101829	None
GCF_004137245.1_GCF_004137245.1_ASM413724v1_genomic	100.0	0.0	Neural Network (Specific Model)	11	0.924	379183	317.52450539568343	4577250	0.71	4448	36	823313	None
GCF_004211955.1_GCF_004211955.1_ASM421195v1_genomic	100.0	1.19	Neural Network (Specific Model)	11	0.883	233735	316.93992773261067	4762176	0.51	4428	62	696759	None
GCF_004340665.1_GCF_004340665.1_ASM434066v1_genomic	99.99	0.47	Neural Network (Specific Model)	11	0.869	677783	342.0917139614075	5193952	0.37	4405	23	906552	None
GCF_004349355.1_GCF_004349355.1_ASM434935v1_genomic	100.0	0.15	Neural Network (Specific Model)	11	0.875	257675	350.25553838227717	4657187	0.33	3882	36	997196	None
GCF_004421005.1_GCF_004421005.1_ASM442100v1_genomic	100.0	0.4	Neural Network (Specific Model)	11	0.892	5887622	338.39648852016205	5887622	0.65	5183	1	5887622	None
GCF_004522215.1_GCF_004522215.1_ASM452221v1_genomic	100.0	7.03	Gradient Boost (General Model)	11	0.872	1017245	282.5944510035419	6576830	0.45	6776	78	1224643	None
GCF_004564075.1_GCF_004564075.1_ASM456407v1_genomic	99.99	0.4	Neural Network (Specific Model)	11	0.916	2792195	320.7709978463747	2919864	0.72	2786	2	2792195	None
GCF_004570385.1_GCF_004570385.1_ASM457038v1_genomic	99.99	0.12	Neural Network (Specific Model)	11	0.903	245731	312.66832804712277	4574936	0.73	4414	42	529335	None
GCF_004795035.1_GCF_004795035.1_ASM479503v1_genomic	99.87	0.56	Neural Network (Specific Model)	11	0.879	166249	329.5046216512612	7169687	0.72	6383	113	431010	None
GCF_005217525.1_GCF_005217525.1_ASM521752v1_genomic	94.17	0.13	Neural Network (Specific Model)	11	0.86	725726	310.51972062448647	5259774	0.47	4868	18	1232833	None
GCF_005234135.1_GCF_005234135.1_ASM523413v1_genomic	99.99	0.28	Neural Network (Specific Model)	11	0.888	2560737	298.6932922493482	4246983	0.58	4219	4	2560737	None
GCF_005771675.1_GCF_005771675.1_ASM577167v1_genomic	99.96	0.35	Neural Network (Specific Model)	11	0.859	377338	341.95594202898553	6177743	0.64	5175	27	995904	None
GCF_005774735.1_GCF_005774735.1_ASM577473v1_genomic	100.0	0.04	Neural Network (Specific Model)	11	0.918	35487	314.6792922311308	3713488	0.7	3617	179	137306	None
GCF_005937885.2_GCF_005937885.2_ASM593788v2_genomic	100.0	0.01	Neural Network (Specific Model)	11	0.862	7308448	311.4821507924752	7308448	0.63	6751	1	7308448	None
GCF_006151805.1_GCF_006151805.1_ASM615180v1_genomic	100.0	0.7	Neural Network (Specific Model)	11	0.852	258273	307.58477603737293	7873283	0.7	7278	103	916167	None
GCF_006385875.1_GCF_006385875.1_ASM638587v1_genomic	99.53	0.15	Gradient Boost (General Model)	11	0.893	201322	316.07832898172325	3650352	0.65	3447	34	480148	None
GCF_006539985.1_GCF_006539985.1_ASM653998v1_genomic	99.99	0.06	Neural Network (Specific Model)	11	0.87	53821	292.33900760593986	2778614	0.36	2761	113	140919	None
GCF_007018905.1_GCF_007018905.1_ASM701890v1_genomic	100.0	0.24	Neural Network (Specific Model)	11	0.854	5788809	305.00572695363013	5788809	0.63	5413	1	5788809	None
GCF_007679325.1_GCF_007679325.1_ASM767932v1_genomic	99.99	0.0	Neural Network (Specific Model)	11	0.893	540295	326.12601969057664	3890769	0.67	3555	31	1880832	None
GCF_007828955.1_GCF_007828955.1_ASM782895v1_genomic	100.0	0.93	Neural Network (Specific Model)	11	0.868	7871666	323.3856190611261	7871666	0.71	7051	1	7871666	None
GCF_008017415.1_GCF_008017415.1_ASM801741v1_genomic	100.0	0.0	Neural Network (Specific Model)	11	0.926	2139879	330.8339873226683	3545086	0.7	3313	2	2139879	None
GCF_008040105.1_GCF_008040105.1_ASM804010v1_genomic	98.92	0.55	Gradient Boost (General Model)	11	0.9	413391	311.52449716348633	4016580	0.67	3878	171	845903	None
GCF_008253865.1_GCF_008253865.1_ASM825386v1_genomic	100.0	1.72	Neural Network (Specific Model)	11	0.871	6379363	313.53582363747705	7043791	0.65	6532	3	6379363	None
GCF_008274625.1_GCF_008274625.1_ASM827462v1_genomic	99.9	0.09	Neural Network (Specific Model)	11	0.884	576644	328.64653243847874	4983760	0.36	4470	17	2346872	None
GCF_008698235.1_GCF_008698235.1_ASM869823v1_genomic	99.98	2.67	Neural Network (Specific Model)	11	0.865	218543	343.95669137729226	3053756	0.65	2563	37	543317	None
GCF_008757455.1_GCF_008757455.1_ASM875745v1_genomic	100.0	0.89	Neural Network (Specific Model)	11	0.884	150733	308.1691661667667	5220401	0.62	5001	82	671927	None
GCF_009192945.1_GCF_009192945.1_ASM919294v1_genomic	99.92	0.6	Neural Network (Specific Model)	11	0.885	77591	354.97526011560694	5196983	0.66	4325	141	265116	None
GCF_009363095.1_GCF_009363095.1_ASM936309v1_genomic	100.0	4.67	Neural Network (Specific Model)	11	0.86	6527962	320.19267157230814	7424799	0.53	6659	2	6527962	None
GCF_009498735.1_GCF_009498735.1_ASM949873v1_genomic	99.99	0.72	Neural Network (Specific Model)	11	0.855	215134	287.62950890916994	4634286	0.38	4602	54	555127	None
GCF_009600985.1_GCF_009600985.1_ASM960098v1_genomic	99.98	6.82	Neural Network (Specific Model)	11	0.872	84876	283.3288888888889	2844764	0.36	2925	306	261309	None
GCF_009707465.1_GCF_009707465.1_ASM970746v1_genomic	99.38	2.64	Neural Network (Specific Model)	11	0.895	3818329	306.50724248927037	3818329	0.66	3728	1	3818329	None
GCF_009709555.1_GCF_009709555.1_ASM970955v1_genomic	99.9	0.25	Neural Network (Specific Model)	11	0.868	97082	314.7640593047035	8494434	0.7	7824	253	278641	None
GCF_009827325.1_GCF_009827325.1_ASM982732v1_genomic	99.99	0.27	Neural Network (Specific Model)	11	0.906	368903	309.6361910787725	3233171	0.61	3161	19	895915	None
GCF_009909155.2_GCF_009909155.2_ASM990915v2_genomic	99.99	0.06	Neural Network (Specific Model)	11	0.886	127614	344.17025920873124	4268163	0.34	3665	90	322447	None
GCF_009911065.1_GCF_009911065.1_ASM991106v1_genomic	100.0	6.33	Gradient Boost (General Model)	11	0.874	87359	302.63699555898825	5367095	0.44	5179	286	253177	None
GCF_010092695.1_GCF_010092695.1_ASM1009269v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.862	4654430	322.16765755053507	4705565	0.55	4205	2	4654430	None
GCF_011043735.1_GCF_011043735.1_ASM1104373v1_genomic	100.0	1.1	Neural Network (Specific Model)	11	0.854	240180	311.753892733564	7583859	0.7	6936	88	818131	None
GCF_011046535.1_GCF_011046535.1_ASM1104653v1_genomic	99.6	0.71	Neural Network (Specific Model)	11	0.93	5120341	312.8117878192534	5120341	0.73	5090	1	5120341	None
GCF_011193355.1_GCF_011193355.1_ASM1119335v1_genomic	99.64	0.17	Neural Network (Specific Model)	11	0.876	7318937	325.2870384440055	7318937	0.73	6581	1	7318937	None
GCF_011601275.1_GCF_011601275.1_ASM1160127v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.903	267577	340.09826487252127	6370320	0.63	5648	96	597428	None
GCF_011761605.1_GCF_011761605.1_ASM1176160v1_genomic	100.0	1.57	Neural Network (Specific Model)	11	0.922	8596726	324.9397693817468	8596726	0.69	8152	1	8596726	None
GCF_011881725.1_GCF_011881725.1_ASM1188172v1_genomic	100.0	0.0	Neural Network (Specific Model)	11	0.884	84943	312.46902654867256	4309690	0.5	4068	110	300636	None
GCF_011927695.1_GCF_011927695.1_ASM1192769v1_genomic	99.87	0.02	Neural Network (Specific Model)	11	0.923	1878747	311.52301397886123	2962167	0.69	2933	10	1878747	None
GCF_012035195.1_GCF_012035195.1_ASM1203519v1_genomic	99.99	0.5	Neural Network (Specific Model)	11	0.916	376709	320.28715365239293	4156006	0.7	3970	54	530365	None
GCF_012927085.1_GCF_012927085.1_ASM1292708v1_genomic	100.0	5.15	Gradient Boost (General Model)	11	0.944	3830216	340.3185429470844	7200642	0.69	6671	13	3830216	None
GCF_013185915.1_GCF_013185915.1_ASM1318591v1_genomic	100.0	0.02	Neural Network (Specific Model)	11	0.9	2475248	336.103780766303	4408774	0.66	3941	12	2475248	None
GCF_013256625.1_GCF_013256625.1_ASM1325662v1_genomic	99.91	0.02	Neural Network (Specific Model)	11	0.876	4604416	327.99815922687526	4877965	0.61	4346	4	4604416	None
GCF_013282215.1_GCF_013282215.1_ASM1328221v1_genomic	99.98	0.35	Neural Network (Specific Model)	11	0.845	3564999	287.01112378779237	3564999	0.54	3506	1	3564999	None
GCF_013282745.1_GCF_013282745.1_ASM1328274v1_genomic	100.0	0.02	Neural Network (Specific Model)	11	0.853	4327340	315.7362055933485	4401367	0.49	3969	2	4327340	None
GCF_013369385.1_GCF_013369385.1_ASM1336938v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.878	219693	329.98235887096774	4466495	0.47	3968	119	356650	None
GCF_013378445.1_GCF_013378445.1_ASM1337844v1_genomic	100.0	0.01	Neural Network (Specific Model)	11	0.877	314294	311.8740022805017	5605128	0.63	5262	78	564467	None
