Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
GCF_000346775.1	99.98	0.35	Neural Network (Specific Model)	11	0.875	150942	324.9538936286077	6131803	0.61	5509	69	360030	None
GCF_000359125.1	99.99	1.28	Neural Network (Specific Model)	11	0.868	114143	300.72738792966896	6547395	0.62	6313	89	495360	None
GCF_000367365.1	99.97	1.7	Neural Network (Specific Model)	11	0.886	124739	320.7744610281924	11760649	0.7	10854	202	451240	None
GCF_000371905.1	100.0	0.49	Neural Network (Specific Model)	11	0.865	4507177	301.4222222222222	6905599	0.61	6615	7	4507177	None
GCF_000374925.1	99.99	0.44	Neural Network (Specific Model)	11	0.889	240573	331.5914818548387	4432383	0.67	3968	24	1431261	None
GCF_000382485.1	100.0	0.05	Neural Network (Specific Model)	11	0.911	307654	308.81809493469257	3185459	0.67	3139	21	673684	None
GCF_000423185.1	100.0	3.54	Gradient Boost (General Model)	11	0.899	214304	317.7437508927296	7413714	0.7	7001	64	806732	None
GCF_000472785.1	100.0	0.45	Neural Network (Specific Model)	11	0.874	243869	300.9907230559345	7563725	0.62	7330	70	832797	None
GCF_000472865.1	100.0	2.04	Neural Network (Specific Model)	11	0.834	101503	286.429831845547	9902361	0.62	9634	217	447294	None
GCF_000502715.1	100.0	0.01	Neural Network (Specific Model)	11	0.875	689196	300.20212583576205	5990865	0.63	5833	21	1705985	None
GCF_000559025.1	99.94	0.81	Neural Network (Specific Model)	11	0.897	150227	333.5496242549883	4295921	0.72	3859	86	450122	None
GCF_000576575.1	99.99	0.32	Neural Network (Specific Model)	11	0.908	16630	304.6796989337236	4804251	0.71	4783	660	75654	None
GCF_000709345.1	99.5	1.64	Neural Network (Specific Model)	11	0.873	4136691	311.26748887990294	5284042	0.62	4946	27	4136691	None
GCF_000716445.1	99.99	0.07	Neural Network (Specific Model)	11	0.878	125151	327.7515202098486	9380839	0.72	8387	259	457412	None
GCF_000717185.1	99.99	1.3	Neural Network (Specific Model)	11	0.872	69365	324.0270060731361	8616948	0.74	7739	340	224046	None
GCF_000718785.1	100.0	0.0	Neural Network (Specific Model)	11	0.888	245927	332.44384648066847	7915558	0.72	7061	93	631414	None
GCF_000721265.1	99.94	0.2	Neural Network (Specific Model)	11	0.882	454671	326.65050941648656	7186016	0.72	6478	168	914176	None
GCF_000764535.1	100.0	0.19	Neural Network (Specific Model)	11	0.894	3859099	328.18339193941034	4061902	0.68	3697	3	3859099	None
GCF_000830005.1	100.0	0.66	Neural Network (Specific Model)	11	0.883	8867142	330.358453633472	9153777	0.72	8174	2	8867142	None
GCF_000935045.1	100.0	0.16	Neural Network (Specific Model)	11	0.873	125760	328.7549350880313	6346514	0.62	5623	102	402616	None
GCF_000938305.1	99.99	1.47	Neural Network (Specific Model)	11	0.876	267594	315.9971078363862	7851216	0.63	7261	43	1049129	None
GCF_000969605.1	99.82	0.03	Gradient Boost (General Model)	11	0.922	233472	338.75148032044586	6319576	0.7	5742	95	527719	None
GCF_001046855.1	90.31	1.15	Gradient Boost (General Model)	11	0.845	5162321	318.0927542557835	5162321	0.72	4582	1	5162321	None
GCF_001259595.1	100.0	0.0	Neural Network (Specific Model)	11	0.887	61769	329.7094645550528	5905595	0.65	5304	219	198565	None
GCF_001279725.1	99.97	0.18	Neural Network (Specific Model)	11	0.867	78201	309.571682626539	7812079	0.72	7310	479	267809	None
GCF_001280595.1	100.0	0.04	Neural Network (Specific Model)	11	0.843	317089	310.6807350879925	7087286	0.46	6421	83	626173	None
GCF_001293645.1	99.95	0.05	Neural Network (Specific Model)	11	0.838	186221	278.3103534720481	3965772	0.4	3989	56	512208	None
GCF_001298575.1	99.25	1.17	Gradient Boost (General Model)	11	0.879	66794	342.13738123839687	10668107	0.71	9157	318	257403	None
GCF_001307035.1	100.0	0.16	Neural Network (Specific Model)	11	0.906	869527	327.05436720142603	3639179	0.65	3366	10	1799029	None
GCF_001320245.1	100.0	0.16	Neural Network (Specific Model)	11	0.901	140083	330.6993499458288	6089375	0.62	5538	109	280407	None
GCF_001421485.1	99.89	0.5	Neural Network (Specific Model)	11	0.926	928440	323.25162241887904	3542150	0.66	3390	5	1238530	None
GCF_001421785.1	99.99	1.5	Neural Network (Specific Model)	11	0.909	2394297	316.080193236715	3231312	0.67	3105	19	2394297	None
GCF_001422485.1	99.92	0.49	Neural Network (Specific Model)	11	0.921	1029534	330.81059173196434	3978453	0.68	3701	4	1945837	None
GCF_001425385.1	100.0	0.35	Neural Network (Specific Model)	11	0.906	642751	333.47204426324987	3784018	0.68	3434	9	1428786	None
GCF_001426245.1	100.0	0.02	Gradient Boost (General Model)	11	0.908	590956	327.0705679862306	4384879	0.71	4067	12	908986	None
GCF_001426405.1	100.0	0.02	Neural Network (Specific Model)	11	0.891	557836	335.6707317073171	7584031	0.72	6724	28	1325244	None
GCF_001427985.1	99.99	0.0	Neural Network (Specific Model)	11	0.923	1064674	331.6365264100269	3605744	0.7	3351	8	1430344	None
GCF_001428605.1	100.0	4.18	Neural Network (Specific Model)	11	0.906	738237	322.46300533943554	5588032	0.67	5244	17	1318391	None
GCF_001429045.1	100.0	0.14	Neural Network (Specific Model)	11	0.882	447496	326.3542036183044	6249926	0.6	5638	30	706889	None
GCF_001440415.1	100.0	2.56	Neural Network (Specific Model)	11	0.837	131222	283.5744247363375	8466225	0.62	8344	235	524607	None
GCF_001455345.1	100.0	0.01	Neural Network (Specific Model)	11	0.841	5327397	278.8322508814251	5352926	0.35	5389	2	5327397	None
GCF_001457025.1	99.94	0.37	Neural Network (Specific Model)	11	0.901	528663	327.5118495620814	4226231	0.67	3882	18	1028839	None
GCF_001493375.1	98.79	0.53	Gradient Boost (General Model)	11	0.871	569072	311.63730664240217	5884160	0.73	5495	143	962908	None
GCF_001512305.1	100.0	0.21	Neural Network (Specific Model)	11	0.893	1396117	328.44893111638953	4176054	0.68	3789	8	1550931	None
GCF_001513975.1	99.9	0.0	Neural Network (Specific Model)	11	0.879	765357	331.23665862161437	8412249	0.71	7458	31	1266825	None
GCF_001550375.1	99.96	1.0	Neural Network (Specific Model)	11	0.854	21182	306.79786907079193	10499951	0.71	9761	931	159122	None
GCF_001571005.1	99.76	0.56	Neural Network (Specific Model)	11	0.92	415719	326.10314396028684	3849769	0.7	3626	18	673093	None
GCF_001571325.1	100.0	0.0	Neural Network (Specific Model)	11	0.901	101600	334.13660834454913	6607932	0.67	5944	136	369604	None
GCF_001590605.1	100.0	0.41	Neural Network (Specific Model)	11	0.895	5950539	349.7031065670468	5950539	0.39	5086	1	5950539	None
GCF_001591025.1	100.0	0.02	Neural Network (Specific Model)	11	0.913	278470	313.1933976044406	3514102	0.65	3423	35	380549	None
GCF_001598455.1	99.99	0.03	Neural Network (Specific Model)	11	0.903	50291	318.6156021682772	4482342	0.65	4243	168	191562	None
GCF_001612685.1	99.97	0.98	Neural Network (Specific Model)	11	0.885	98520	326.3181664981463	9829580	0.67	8901	167	304134	None
GCF_001613325.1	100.0	0.49	Neural Network (Specific Model)	11	0.903	259867	325.8037538607745	9095921	0.68	8418	80	633613	None
GCF_001636055.1	100.0	0.07	Neural Network (Specific Model)	11	0.895	5808624	336.50873108265426	5808624	0.63	5154	1	5808624	None
GCF_001641125.1	99.99	0.42	Neural Network (Specific Model)	11	0.895	4253622	324.3016101898582	4517044	0.65	4161	3	4253622	None
GCF_001642705.1	100.0	0.02	Neural Network (Specific Model)	11	0.882	895415	325.7366427432217	5547454	0.63	5016	15	1067470	None
GCF_001651855.1	100.0	0.44	Neural Network (Specific Model)	11	0.87	207808	311.5055636187712	6653547	0.62	6201	82	428321	None
GCF_001652465.1	100.0	0.83	Neural Network (Specific Model)	11	0.916	3117902	319.0506412364354	3168630	0.7	3041	4	3117902	None
GCF_001720465.1	99.99	1.06	Neural Network (Specific Model)	11	0.917	2979257	320.61019332161686	2979257	0.65	2845	1	2979257	None
GCF_001742745.1	99.99	0.04	Neural Network (Specific Model)	11	0.904	323543	321.5407969639469	3368952	0.72	3162	19	969024	None
GCF_001746425.1	99.96	0.04	Neural Network (Specific Model)	11	0.868	7295351	323.7433066519459	8093975	0.72	7246	6	7295351	None
GCF_001884185.1	100.0	0.09	Neural Network (Specific Model)	11	0.832	105885	276.2007880760665	5806239	0.35	5837	142	449285	None
GCF_001905385.1	100.0	0.1	Neural Network (Specific Model)	11	0.888	615730	329.1803278688525	7987504	0.72	7198	19	1371491	None
GCF_001905595.1	100.0	0.05	Neural Network (Specific Model)	11	0.871	684555	326.59578979251853	7414887	0.71	6603	26	914218	None
GCF_001905795.1	99.98	0.04	Neural Network (Specific Model)	11	0.849	248302	328.43518013100436	8492042	0.71	7328	82	701286	None
GCF_002002725.1	99.95	0.12	Neural Network (Specific Model)	11	0.87	238992	308.85031055900623	6847940	0.62	6440	95	514431	None
GCF_002003425.1	100.0	0.02	Neural Network (Specific Model)	11	0.878	608098	331.7625641025641	6622028	0.59	5850	16	1361506	None
GCF_002024885.1	100.0	0.06	Neural Network (Specific Model)	11	0.921	3744056	320.92052426101503	3744056	0.68	3586	1	3744056	None
GCF_002025645.1	100.0	1.4	Neural Network (Specific Model)	11	0.911	3973750	305.27700463883366	4541048	0.7	4527	2	3973750	None
GCF_002078505.1	100.0	0.46	Neural Network (Specific Model)	11	0.854	367362	301.65104	6609808	0.62	6250	79	707680	None
GCF_002155905.1	90.3	0.97	Neural Network (Specific Model)	11	0.877	15457	298.9823223570191	8832356	0.72	8655	1107	78690	None
GCF_002217755.1	100.0	0.01	Neural Network (Specific Model)	11	0.876	536976	332.22633704323846	11525033	0.71	10153	52	1724015	None
GCF_002240635.1	100.0	0.27	Neural Network (Specific Model)	11	0.906	3257645	322.3332262210797	3318535	0.74	3112	2	3257645	None
GCF_002242805.1	100.0	0.19	Neural Network (Specific Model)	11	0.891	262623	330.7202324352879	10520052	0.71	9465	242	816507	None
GCF_002270415.1	100.0	0.52	Neural Network (Specific Model)	11	0.865	666711	303.3860701708621	8049106	0.62	7667	24	1621386	None
GCF_002284535.1	100.0	0.49	Neural Network (Specific Model)	11	0.856	386068	291.38652644413963	6681850	0.62	6561	43	1148885	None
GCF_002286815.1	100.0	0.01	Neural Network (Specific Model)	11	0.882	131974	328.40397843465325	6003176	0.59	5379	90	300602	None
GCF_002531755.2	100.0	2.25	Neural Network (Specific Model)	11	0.86	4569280	301.3520929581408	7497685	0.61	7143	5	4569280	None
GCF_002736205.1	99.99	0.18	Neural Network (Specific Model)	11	0.916	5373360	360.19776364832273	5373360	0.38	4561	1	5373360	None
GCF_002797435.1	100.0	0.71	Neural Network (Specific Model)	11	0.917	4398689	322.5873623743418	4398689	0.66	4178	1	4398689	None
GCF_002837415.1	100.0	0.0	Neural Network (Specific Model)	11	0.917	334691	326.7624140565317	2793418	0.69	2618	21	636534	None
GCF_002879535.1	99.99	1.29	Neural Network (Specific Model)	11	0.876	28806	297.27410383189124	6581278	0.63	6472	393	143770	None
GCF_002943465.1	100.0	0.16	Neural Network (Specific Model)	11	0.921	598290	326.2450012655024	4192489	0.62	3951	14	1235732	None
GCF_003056355.1	99.99	3.51	Neural Network (Specific Model)	11	0.882	179123	300.1251135331517	4488200	0.61	4404	55	586497	None
GCF_003061025.1	100.0	0.15	Neural Network (Specific Model)	11	0.919	19218	355.42588866532526	6906470	0.4	5964	624	105643	None
GCF_003097515.1	100.0	0.03	Neural Network (Specific Model)	11	0.845	7289495	332.1639476659667	7289495	0.72	6191	1	7289495	None
GCF_003112535.1	100.0	0.23	Neural Network (Specific Model)	11	0.868	343791	333.60544473717226	9179716	0.72	7971	76	816058	None
GCF_003123685.1	100.0	2.17	Neural Network (Specific Model)	11	0.881	532346	313.34133030130755	9368495	0.67	8795	185	871040	None
GCF_003234085.1	99.99	0.0	Neural Network (Specific Model)	11	0.9	220775	319.3503452416692	3539297	0.71	3331	31	443526	None
GCF_003234855.1	100.0	0.1	Neural Network (Specific Model)	11	0.903	244541	317.27471482889734	3320482	0.72	3156	26	623393	None
GCF_003265345.1	100.0	0.48	Neural Network (Specific Model)	11	0.919	476156	327.6763372620127	10581732	0.69	9927	59	770789	None
GCF_003268635.1	99.94	1.05	Neural Network (Specific Model)	11	0.84	6667063	292.70148553557465	6667063	0.45	6395	1	6667063	None
GCF_003289945.1	100.0	1.36	Neural Network (Specific Model)	11	0.873	303349	305.47978860162834	7338563	0.63	7001	71	943738	None
GCF_003315035.1	100.0	2.07	Neural Network (Specific Model)	11	0.878	334184	318.79988686183003	7694151	0.7	7071	60	1196882	None
GCF_003331055.1	100.0	0.12	Neural Network (Specific Model)	11	0.884	68587	329.06538461538463	5219262	0.64	4680	149	247125	None
GCF_003389455.1	100.0	0.27	Neural Network (Specific Model)	11	0.854	33076	307.6359604230638	9477917	0.7	8793	486	165011	None
GCF_003568665.1	100.0	0.23	Neural Network (Specific Model)	11	0.909	1316438	380.70276356192426	6129793	0.53	4885	15	2664083	None
GCF_003591485.1	99.66	1.1	Neural Network (Specific Model)	11	0.874	912147	315.44448612153036	5761624	0.51	5332	26	1064039	None
GCF_003600225.1	97.72	0.43	Gradient Boost (General Model)	11	0.889	128228	308.4828949161783	7614010	0.68	7337	111	354498	None
GCF_003666685.1	100.0	0.03	Neural Network (Specific Model)	11	0.888	461261	307.1821086261981	5511628	0.64	5321	53	1027253	None
GCF_003688995.1	99.96	0.21	Neural Network (Specific Model)	11	0.869	212672	322.6108612177729	10126223	0.71	9115	137	703410	None
GCF_003725535.1	99.83	0.03	Gradient Boost (General Model)	11	0.911	324889	314.2335291649182	4923315	0.71	4766	50	999069	None
GCF_003958645.1	100.0	0.16	Neural Network (Specific Model)	11	0.897	566690	367.6730120959746	6192739	0.54	5043	28	871410	None
GCF_003984625.1	100.0	0.0	Neural Network (Specific Model)	11	0.92	177056	327.31522400162174	5254730	0.66	4933	92	443924	None
GCF_004022445.1	99.87	0.14	Neural Network (Specific Model)	11	0.923	27813	304.84488572499066	2640500	0.73	2669	222	109858	None
GCF_004117935.1	99.98	0.05	Neural Network (Specific Model)	11	0.872	83322	324.94653349001175	7597003	0.73	6808	181	278500	None
GCF_004118935.1	99.99	0.09	Neural Network (Specific Model)	11	0.918	2995446	324.4365500176741	2995446	0.61	2829	1	2995446	None
GCF_004124325.1	100.0	0.42	Neural Network (Specific Model)	11	0.87	7778962	334.386632464016	8073926	0.72	7017	2	7778962	None
GCF_004136015.1	100.0	0.25	Neural Network (Specific Model)	11	0.873	6602660	320.66339107261825	6602660	0.59	6004	1	6602660	None
GCF_004216565.1	99.99	0.15	Neural Network (Specific Model)	11	0.915	719329	351.4217165471185	4651965	0.69	4043	15	1170214	None
GCF_004327355.1	100.0	0.22	Neural Network (Specific Model)	11	0.869	160737	335.4528415961306	5736819	0.65	4962	88	344523	None
GCF_004362515.1	99.89	0.59	Neural Network (Specific Model)	11	0.904	7288615	334.74832623250154	7288615	0.7	6572	1	7288615	None
GCF_004363725.1	99.99	1.68	Gradient Boost (General Model)	11	0.884	132816	301.94391677973766	4522399	0.63	4422	91	274233	None
GCF_004514475.1	100.0	1.94	Gradient Boost (General Model)	11	0.877	120355	331.90363636363634	5613207	0.56	4950	122	387626	None
GCF_004683965.1	100.0	0.66	Neural Network (Specific Model)	11	0.93	3974362	318.73560547379293	3974362	0.7	3873	1	3974362	None
GCF_004794515.1	100.0	0.11	Neural Network (Specific Model)	11	0.918	126037	315.97853964930647	3939444	0.69	3821	91	436875	None
GCF_004795105.1	99.98	0.35	Neural Network (Specific Model)	11	0.873	240770	332.02907219362913	8192665	0.71	7189	89	844596	None
GCF_004801405.1	99.97	3.34	Neural Network (Specific Model)	11	0.872	150323	374.5111647555824	8522422	0.59	6628	154	453774	None
GCF_005405945.1	96.02	4.51	Gradient Boost (General Model)	11	0.855	9233450	304.816278437415	11744825	0.71	11033	3	9233450	None
GCF_005502745.1	100.0	2.78	Neural Network (Specific Model)	11	0.912	228498	313.4606428752215	4066689	0.65	3951	43	521813	None
GCF_005502775.1	99.93	0.41	Neural Network (Specific Model)	11	0.918	77846	323.85250659630606	4006742	0.7	3790	115	227346	None
GCF_005774735.1	100.0	0.04	Neural Network (Specific Model)	11	0.918	35487	314.6792922311308	3713488	0.7	3617	179	137306	None
GCF_005938675.2	99.79	7.04	Gradient Boost (General Model)	11	0.892	74453	311.539627039627	8974938	0.69	8580	450	235388	None
GCF_006227205.1	100.0	1.19	Neural Network (Specific Model)	11	0.884	303405	341.53903410074435	6686400	0.61	5777	86	805563	None
GCF_006440735.1	100.0	1.37	Neural Network (Specific Model)	11	0.882	49488	303.87223118673904	7031594	0.64	6817	231	239909	None
GCF_006442965.1	99.99	1.21	Neural Network (Specific Model)	11	0.882	281869	310.1442387860597	6316094	0.64	5997	82	714565	None
GCF_006715395.1	100.0	1.68	Neural Network (Specific Model)	11	0.879	3891069	320.83004272024016	9466072	0.71	8661	3	4247243	None
GCF_006715725.1	100.0	0.09	Neural Network (Specific Model)	11	0.937	5367947	325.80387596899226	5367947	0.72	5160	1	5367947	None
GCF_006716565.1	100.0	1.09	Neural Network (Specific Model)	11	0.882	6116456	333.39298561151077	7555939	0.69	6672	2	6116456	None
GCF_006716745.1	100.0	0.28	Neural Network (Specific Model)	11	0.9	8924967	335.5896185115697	8924967	0.72	7995	1	8924967	None
GCF_007559335.1	99.99	0.1	Neural Network (Specific Model)	11	0.921	2445945	365.5763052208835	4146955	0.61	3486	16	2445945	None
GCF_007595705.1	99.95	0.17	Gradient Boost (General Model)	11	0.864	486980	344.8707392651616	8098834	0.73	6777	65	1300861	None
GCF_007667425.1	100.0	0.01	Neural Network (Specific Model)	11	0.922	2295061	327.4389126450825	3481995	0.69	3274	9	2295061	None
GCF_007673235.1	99.99	0.06	Neural Network (Specific Model)	11	0.912	668199	322.7704026115343	3894605	0.71	3676	54	1007250	None
GCF_007673775.1	99.99	1.43	Neural Network (Specific Model)	11	0.905	551132	320.94286518435126	3774591	0.71	3553	44	691580	None
GCF_007858185.1	100.0	0.33	Neural Network (Specific Model)	11	0.89	251569	325.2259368682942	7040197	0.6	6431	57	870260	None
GCF_008040105.1	98.92	0.55	Gradient Boost (General Model)	11	0.9	413391	311.52449716348633	4016580	0.67	3878	171	845903	None
GCF_008042035.1	99.89	0.75	Neural Network (Specific Model)	11	0.882	1154126	332.1605221632477	7863982	0.72	6971	94	1819824	None
GCF_008180725.1	100.0	1.86	Neural Network (Specific Model)	11	0.844	595355	278.31316881415154	4522185	0.4	4579	23	811509	None
GCF_008386585.1	99.09	1.67	Gradient Boost (General Model)	11	0.89	128651	326.56460574536	9295578	0.71	8459	465	440440	None
GCF_008704995.1	100.0	0.05	Neural Network (Specific Model)	11	0.863	7772587	328.5958602466236	7772587	0.71	6812	1	7772587	None
GCF_008710705.1	100.0	0.13	Neural Network (Specific Model)	11	0.923	942167	336.40226726210926	3178485	0.71	2911	6	1253665	None
GCF_008727755.1	99.99	1.05	Neural Network (Specific Model)	11	0.917	3262719	329.4330474934037	3262719	0.7	3032	1	3262719	None
GCF_008801845.1	100.0	0.49	Neural Network (Specific Model)	11	0.92	70573	326.0905882352941	4510912	0.69	4250	158	223654	None
GCF_008923365.1	96.38	4.03	Gradient Boost (General Model)	11	0.893	39374	312.5950073421439	10704999	0.73	10215	506	282741	None
GCF_009604385.1	99.99	0.68	Neural Network (Specific Model)	11	0.898	161565	330.65492067948895	7857212	0.72	7123	106	733946	None
GCF_009793335.1	90.52	3.69	Gradient Boost (General Model)	11	0.856	7479928	305.34093253558905	10334982	0.73	9694	3	7479928	None
GCF_009811595.1	100.0	0.58	Neural Network (Specific Model)	11	0.857	6399834	333.22966263526416	9151272	0.71	7855	5	6399834	None
GCF_009827335.1	100.0	0.31	Neural Network (Specific Model)	11	0.917	2941591	318.78060863411184	2941591	0.65	2826	1	2941591	None
GCF_009829325.1	100.0	0.68	Neural Network (Specific Model)	11	0.864	233778	301.56004250797025	7862810	0.68	7528	146	513417	None
GCF_009830105.1	100.0	2.81	Neural Network (Specific Model)	11	0.856	257062	293.43794815223384	5580646	0.63	5439	94	570901	None
GCF_009834565.1	100.0	0.02	Neural Network (Specific Model)	11	0.881	6821900	329.1525479272489	6829095	0.6	6103	2	6821900	None
GCF_009866765.1	100.0	0.05	Neural Network (Specific Model)	11	0.894	6611402	333.6044978018262	6611402	0.6	5914	1	6611402	None
GCF_009872555.1	100.0	1.15	Neural Network (Specific Model)	11	0.888	50997	320.98769153479026	8617023	0.72	7962	369	199407	None
GCF_009908285.1	100.0	0.54	Neural Network (Specific Model)	11	0.877	196900	319.5259159964254	7330768	0.62	6714	162	508873	None
GCF_010093305.1	100.0	0.03	Neural Network (Specific Model)	11	0.891	165077	333.60522657770366	4036284	0.64	3597	44	454832	None
GCF_010119545.1	99.99	0.11	Neural Network (Specific Model)	11	0.862	152466	329.8583497606308	4072018	0.46	3551	49	284372	None
GCF_010384365.1	100.0	0.13	Neural Network (Specific Model)	11	0.875	7920066	334.1834941667867	7940295	0.71	6943	3	7920066	None
GCF_011300455.1	99.72	0.19	Neural Network (Specific Model)	11	0.909	2718035	293.1735889243877	2718035	0.63	2817	1	2718035	None
GCF_011355085.1	100.0	0.71	Neural Network (Specific Model)	11	0.891	126451	327.2280338339375	6373949	0.6	5793	89	499564	None
GCF_011751905.1	99.99	0.03	Neural Network (Specific Model)	11	0.93	315744	327.5255161667316	2706554	0.69	2567	15	471093	None
GCF_011927725.1	99.99	0.19	Neural Network (Specific Model)	11	0.926	2846238	318.6074529667149	2846238	0.67	2764	1	2846238	None
GCF_011947225.1	99.55	0.58	Gradient Boost (General Model)	11	0.893	212534	318.33774958014556	5719918	0.7	5359	85	611440	None
GCF_012524115.1	99.98	0.06	Neural Network (Specific Model)	11	0.84	92363	279.06572438162544	4224738	0.4	4245	92	294795	None
GCF_012641435.1	99.82	0.99	Neural Network (Specific Model)	11	0.878	528438	308.9647550776583	7060454	0.59	6696	35	1881052	None
GCF_012911845.1	99.97	0.01	Neural Network (Specific Model)	11	0.85	118722	281.80392156862746	4154828	0.4	4182	57	388557	None
GCF_012912005.1	99.99	0.0	Neural Network (Specific Model)	11	0.863	307661	327.8435362217155	6486370	0.46	5701	33	1001677	None
GCF_012933465.1	97.2	2.94	Gradient Boost (General Model)	11	0.905	228902	319.6866180048662	6521412	0.75	6165	63	1237903	None
GCF_012935755.1	100.0	0.36	Neural Network (Specific Model)	11	0.882	7105260	327.555190230155	7105260	0.6	6387	1	7105260	None
GCF_013030945.1	99.67	0.68	Gradient Boost (General Model)	11	0.892	127665	326.97296105804554	7469426	0.72	6805	238	340399	None
GCF_013248995.1	99.59	0.59	Neural Network (Specific Model)	11	0.902	1120753	321.1302931596091	3273901	0.7	3070	10	1329730	None
GCF_013302895.1	99.31	0.44	Neural Network (Specific Model)	11	0.833	7539766	319.9608938547486	7613803	0.73	6623	5	7539766	None
GCF_013359905.1	100.0	0.27	Neural Network (Specific Model)	11	0.859	400372	317.98068669527896	7233429	0.46	6524	122	1140002	None
GCF_013364195.1	99.65	0.0	Neural Network (Specific Model)	11	0.857	7894562	343.76240487062404	7894562	0.71	6570	1	7894562	None
GCF_013364215.1	100.0	2.0	Neural Network (Specific Model)	11	0.897	7205212	337.90918952425227	7278285	0.72	6453	2	7205212	None
GCF_013394065.1	100.0	0.03	Neural Network (Specific Model)	11	0.876	7679243	342.81529537475194	7679243	0.72	6551	1	7679243	None
GCF_013409625.1	100.0	1.27	Neural Network (Specific Model)	11	0.931	5673606	326.00461936437546	5673606	0.72	5412	1	5673606	None
GCF_013522925.1	99.65	0.01	Neural Network (Specific Model)	11	0.9	322747	330.16767676767677	5438403	0.62	4950	60	554926	None
GCF_014180685.1	99.25	0.21	Gradient Boost (General Model)	11	0.917	21872	301.5590668080594	4640730	0.71	4715	344	206029	None
GCF_014195095.1	99.93	0.81	Neural Network (Specific Model)	11	0.889	664254	318.86628202952653	6330013	0.62	5893	17	1095571	None
GCF_014195485.1	97.95	0.06	Neural Network (Specific Model)	11	0.917	4101612	317.66561300519305	4593513	0.75	4429	2	4101612	None
GCF_014207135.1	100.0	0.8	Neural Network (Specific Model)	11	0.915	417154	356.2553852124976	6010249	0.4	5153	29	741627	None
GCF_014207375.1	99.97	0.36	Neural Network (Specific Model)	11	0.891	315689	317.72543916720883	4921994	0.63	4611	34	583990	None
GCF_014207495.1	100.0	1.4	Neural Network (Specific Model)	11	0.879	317634	304.5826984126984	6541127	0.63	6300	45	1208813	None
GCF_014207535.1	99.95	1.86	Gradient Boost (General Model)	11	0.832	216830	287.0246207957793	4701532	0.4	4549	55	659403	None
GCF_014207955.1	100.0	2.66	Neural Network (Specific Model)	11	0.904	380466	327.4191832039114	7548859	0.68	6954	46	962559	None
GCF_014268745.1	100.0	0.97	Neural Network (Specific Model)	11	0.874	121318	338.3298364153627	6519826	0.61	5624	126	384450	None
GCF_014270125.1	100.0	0.32	Neural Network (Specific Model)	11	0.883	160873	332.9424902289224	6068085	0.6	5373	80	346179	None
GCF_900090305.1	99.96	0.23	Neural Network (Specific Model)	11	0.895	6250219	329.5135898340981	6250219	0.73	5666	1	6250219	None
GCF_900091585.1	100.0	2.55	Neural Network (Specific Model)	11	0.891	6210650	344.74736075718965	6363764	0.73	5494	3	6210650	None
GCF_900094805.1	100.0	0.34	Neural Network (Specific Model)	11	0.892	577830	317.77560240963857	3541821	0.56	3320	13	1380186	None
GCF_900095745.1	100.0	0.25	Neural Network (Specific Model)	11	0.932	446062	327.70580474934036	3989887	0.69	3790	21	731829	None
GCF_900101115.1	99.99	0.14	Neural Network (Specific Model)	11	0.906	173036	321.85620700949886	3247111	0.68	3053	45	373714	None
GCF_900101585.1	100.0	0.53	Neural Network (Specific Model)	11	0.851	465502	327.10683691611445	7125330	0.73	6187	28	1332374	None
GCF_900102895.1	99.67	0.57	Neural Network (Specific Model)	11	0.881	294644	317.24260055653934	4264397	0.66	3953	27	593417	None
GCF_900103455.1	100.0	0.09	Neural Network (Specific Model)	11	0.856	270588	320.431856187291	8039558	0.72	7176	52	732657	None
GCF_900105755.1	99.99	0.13	Neural Network (Specific Model)	11	0.861	9394050	322.8814867592923	9458099	0.71	8421	2	9394050	None
GCF_900105925.1	99.99	1.89	Neural Network (Specific Model)	11	0.911	7716600	329.3062368605466	7716600	0.72	7135	1	7716600	None
GCF_900106835.1	99.99	0.16	Neural Network (Specific Model)	11	0.912	410539	329.0135507092949	5103453	0.63	4723	28	656515	None
GCF_900109205.1	100.0	1.5	Neural Network (Specific Model)	11	0.901	2306586	314.11518570756937	4440765	0.66	4254	35	2306586	None
GCF_900110995.1	99.99	0.26	Neural Network (Specific Model)	11	0.911	4830363	374.9489218534944	8066695	0.42	6539	8	4830363	None
GCF_900112035.1	100.0	0.04	Neural Network (Specific Model)	11	0.926	344227	326.89721775120717	4596761	0.71	4349	22	1105278	None
GCF_900113935.1	100.0	0.1	Gradient Boost (General Model)	11	0.898	170747	308.4799208144796	3640212	0.6	3536	49	345454	None
GCF_900114785.1	100.0	0.08	Neural Network (Specific Model)	11	0.914	351623	327.33446577204006	6313206	0.68	5887	61	584396	None
GCF_900141755.1	100.0	0.84	Neural Network (Specific Model)	11	0.854	7910099	303.26358988159313	7910099	0.62	7432	1	7910099	None
GCF_900143515.1	100.0	1.14	Neural Network (Specific Model)	11	0.869	4852978	308.7928434329586	7759667	0.71	7294	2	4852978	None
GCF_900156435.1	100.0	0.17	Neural Network (Specific Model)	11	0.904	1890267	324.21514575411913	3389128	0.71	3156	7	1890267	None
GCF_900163815.1	100.0	1.08	Neural Network (Specific Model)	11	0.919	167277	320.6787484510533	3374213	0.66	3228	50	601714	None
